Entry,status,embl_xref,embl_protein_id
Q7AKI6,ok,AL939122,CAC05876.1
B4UA87,ok,CP001131,ACG71567.1
Q9UT45,efetch_failed,CU329670,CAB57443.1
Q0RH96,ok,CT573213,CAJ63135.1
B1MJX0,ok,CU458896,CAM64477.1
Q8D2N9,ok,BA000021,BAC24461.1
Q492P7,ok,CP000016,AAZ41048.1
P46322,ok,D50064,BAA46041.1
Q1RKM3,ok,CP000087,ABE04091.1
A5N6W8,ok,CP000673,EDK33049.1
O66076,ok,U95744,AAC08322.1
O66440,ok,AE000657,AAC06389.1
Q2FQV3,ok,CP000254,ABD40729.1
Q4L4R1,ok,AP006716,BAE05364.1
A9BIU9,ok,CP000879,ABX32437.1
A4IPP2,ok,CP000557,ABO67296.1
A6LG60,ok,CP000140,ABR44674.1
A6Q8K5,ok,AP009179,BAF71814.1
Q8Y6E5,ok,AL591981,CAC99820.1
A0RZ37,ok,DP000238,ABK78604.1
Q65FN2,ok,CP000002,AAU24768.1
Q9K5W7,ok,BA000004,BAB07689.1
P40746,ok,Z93935,CAB07928.1
A8FGT0,ok,CP000813,ABV63447.1
C0ZGL2,ok,AP008955,BAH44921.1
Q9C664,ok,AC079829,AAG50674.1
A0B5R0,ok,CP000477,ABK14034.1
A0ALG5,ok,AM263198,CAK21847.1
Q9C9B9,ok,AC016662,AAG52525.1
A0RHX9,efetch_failed,CP000485,ABK86822.1
Q86C56,ok,FO080846,CCD67189.1
A0A509APX1,ok,DQ904399,ABJ90483.1
B1Q257,ok,BX284606,CAA92186.2
Q9XU42,ok,BX284604,CAB06040.4
Q8LCU7,ok,AL157735,CAB75790.1
O45903,ok,Z82081,CAB04958.1
Q8WZM3,ok,U94997,AAL55472.1
Q10488,ok,CU329670,CAA97361.1
Q54YT4,ok,AAFI02000023,EAL68220.1
B0KR89,ok,CP000926,ABZ01294.1
Q48HN1,ok,CP000058,AAZ37560.1
Q6DNF3,efetch_failed,FO080949,CCD68037.1
Q9WXP6,ok,AE000512,AAD35133.1
A5W348,ok,CP000712,ABQ78558.1
Q5BA93,ok,BN001307,CBF87052.1
A7HKP2,ok,CP000771,ABS60475.1
P0C1A7,ok,X81136,CAA57041.1
B8NJZ7,ok,EQ963479,EED50224.1
E3E7F9,ok,CP002213,ADO59170.1
Q6PCB6,ok,BC059401,AAH59401.2
Q20390,ok,FO081381,CCD71207.2
Q21221,ok,BX284601,CAB00039.2
Q54CM0,ok,AAFI02000197,EAL60980.1
Q5BA88,efetch_failed,AACD01000043,EAA64647.1
Q9W3C7,ok,AE014298,AAF46403.2
A3NML2,ok,CP000571,ABN88041.1
Q764S0,ok,AB116258,BAD08311.1
Q4F8H9,ok,DQ100350,AAZ08071.1
A4XAK7,ok,CP000667,ABP55956.1
P13734,ok,M22725,AAA25696.1
B9L2J0,ok,CP001275,ACM06249.1
A8W969,ok,EU200967,ABW77762.1
D7GXG5,ok,FQ073843,CBM41187.1
Q0VTB6,ok,AM286690,CAL15604.1
Q9RGX8,ok,AF098955,AAF21821.1
D7GXG4,ok,FQ073842,CBM41186.1
A1U776,ok,CP000514,ABM20845.1
Q8D385,ok,BA000021,BAC24262.1
Q11B53,ok,CP000390,ABG65372.1
P0DN29,ok,ABSU01000026,EFE30837.1
P42042,ok,Z46901,CAA86997.1
P14804,ok,X67291,CAA47707.1
D8Q9M3,ok,GL377308,EFI95688.1
Q12628,ok,Z46869,CAA86949.1
Q1GL85,efetch_failed,CP000376,ABF62581.1
I1BYW6,ok,CH476735,EIE81396.1
O93983,ok,AJ222862,CAA11018.1
P23776,ok,M34341,AAA34599.1
Q8NKF9,ok,AF393806,AAM21469.1
P81380,no_embl_cds_xref,,
Q8FNR0,ok,BA000035,BAC18894.1
Q8FNR2,ok,BA000035,BAC18892.1
P07142,ok,CM002236,EAA34520.1
O31214,ok,AF034104,AAB86973.1
Q0CR35,ok,CH476598,EAU35651.1
Q7NBQ3,ok,AE015450,AAP56560.1
Q8KBH7,ok,AE006470,AAM73031.1
A5CFG7,ok,AM494475,CAM81138.1
A5UID8,ok,CP000672,ABR00544.1
Q6AE72,ok,AE016822,AAT89324.1
O07293,ok,U85514,AAB58555.1
P04190,ok,M11189,AAA22276.1
P54427,ok,AB006424,BAA33106.1
P0A3M3,ok,M55547,AAA98406.2
O08498,ok,X96858,CAA65601.1
P0DXC0,no_embl_cds_xref,,
Q89Y83,ok,BA000040,BAC45337.1
Q9WY43,ok,AE000512,AAD35292.1
Q890L8,ok,AE015927,AAO37079.1
Q9KGG0,ok,BA000004,BAB03824.1
P47636,ok,L43967,AAC71624.1
Q92EU5,ok,AL596164,CAC95596.1
P53527,ok,U43738,AAC43662.1
P9WKD7,ok,AL123456,CCP45258.1
P37351,ok,X82203,CAA57688.1
A7Z4B0,ok,CP000560,ABS73836.1
B1YIW6,ok,CP001022,ACB61442.1
B9EB26,ok,AP009484,BAH17437.1
Q6PBD1,ok,CR760355,CAJ82619.1
A4ILW9,ok,CP000557,ABO66323.1
A7GRX4,ok,CP000764,ABS22882.1
P75531,ok,U51988,AAC45451.1
O22229,ok,AC002510,AAB84351.2
Q0UFP3,ok,CH445338,EAT83613.2
Q19892,ok,Z72508,CAA96637.2
Q752Z9,ok,AE016819,AAS53796.1
F6HS55,efetch_failed,FN596241,CCB57514.1
Q4WTN9,ok,AAHF01000003,EAL92037.1
Q9VMV6,efetch_failed,AE014134,AAF52202.1
Q54LQ6,ok,AAFI02000086,EAL64198.1
Q9P7T7,ok,CU329670,CAB71841.1
Q9M8R4,ok,AC018363,AAF26988.1
P21163,ok,J05411,AAA24932.1
A8E7C5,efetch_failed,BX005252,CAP09243.1
A0A150XSC5,ok,LQZQ01000002,KYG81647.1
P79891,ok,S83098,AAB46849.1
A6UCB5,ok,CP000738,ABR61295.1
Q13029,ok,U17838,AAC50820.2
Q74MB1,ok,AE017199,AAR39189.1
A8MI61,ok,CP000853,ABW19493.1
P46960,ok,X92183,CAA63094.1
O32462,ok,D88253,BAA22063.1
B5YBQ0,ok,CP001146,ACI19381.1
O06769,ok,AL123456,CCP43412.1
Q64627,ok,D50606,BAA09169.1
A9BFZ7,ok,CP000879,ABX31493.1
P9WKB3,ok,AL123456,CCP45278.1
A1A1J2,ok,AP009256,BAF39575.1
Q0JIL1,ok,AP008207,BAF06417.1
P0DKC3,ok,AP002029,BAA97552.1
P00383,ok,K02118,AAA26083.1
Q4KXC9,ok,AY220982,AAO37718.1
Q9LHN4,ok,AP002039,BAB03094.1
Q9SJ20,ok,AC007019,AAD20398.1
O28786,ok,AE000782,AAB89769.1
O29630,ok,AE000782,AAB90614.1
P13187,ok,J03885,AAA25120.1
Q97BG1,ok,BA000011,BAB59637.1
O32147,ok,AL009126,CAB15241.1
O60126,ok,CU329671,CAA19038.1
A8E534,ok,BC153446,AAI53447.1
P54456,ok,D84432,BAA12448.1
B3PII1,ok,CP000934,ACE82740.1
Q49744,ok,U00016,AAA17148.1
B4SAK8,ok,CP001110,ACF42377.1
F4KIN4,ok,CP002688,AED93907.1
Q5B467,ok,BN001303,CBF77046.1
Q93V61,ok,AC009895,AAF01599.1
P43336,ok,M88627,AAA25938.1
Q74HL7,ok,AE017198,AAS09673.1
Q9LNU1,ok,AC022472,AAF79897.1
P50386,ok,Z50014,CAA90310.1
P23256,ok,U00096,AAC74694.1
P35172,ok,Z26494,CAA81270.1
P29347,ok,D11101,BAA01876.1
Q5E1G4,ok,CP000021,AAW87132.1
P42175,ok,Z49884,CAA90045.1
Q9UW18,ok,AF169478,AAD47837.1
O54028,ok,AJ002015,CAA05137.1
A0A5D0EMF2,ok,VSEG01000009,TYA35095.1
P56162,ok,AE000511,AAD08303.1
Q9I1K1,ok,AE004091,AAG05660.1
P29785,ok,Y08763,CAA70009.1
A0A120HUS7,ok,KU216159,AMB19070.1
C8NA81,ok,ACKY01000070,EEV88470.1
Q49611,ok,X98917,CAA67417.1
P56100,ok,U00096,ABD18645.1
O25046,ok,AE000511,AAD07333.1
Q39BA7,ok,CP000152,ABB10254.1
Q47910,ok,L42816,AAC41526.1
Q2JX67,ok,CP000239,ABC98625.1
Q9XTQ5,ok,BX284606,CAB17072.1
Q87NA8,efetch_failed,AY216909,AAO61789.1
P54495,ok,D84432,BAA12521.1
A1TC40,ok,CP000511,ABM14740.1
Q4WPF8,ok,AAHF01000005,EAL89876.1
P0DJJ9,ok,D13384,BAA02652.1
A5CV36,ok,AM711867,CAN02975.1
Q2VST0,ok,AY839230,AAX40948.1
Q0WUY1,ok,AC000104,AAB70448.1
O00939,ok,U95964,AAC47515.1
Q8TX49,ok,AE009439,AAM02040.1
Q72TF8,efetch_failed,AE016823,AAS69670.1
P80522,ok,CP000099,AAZ69967.1
Q92400,ok,Z50094,CAA90422.1
P15916,ok,M17418,AAA66422.1
Q9TYU5,ok,FO081233,CCD70078.1
P40152,ok,X78898,CAA55490.1
A0A0H3GEM5,ok,CP002002,AEO07362.1
P57884,ok,AE004439,AAK02950.1
Q680A6,ok,AB017070,BAB10593.1
Q8K9Q6,ok,AE013218,AAM67813.1
Q0BST5,ok,CP000394,ABI62117.1
F1ND48,efetch_failed,EF066526,ABM05617.1
Q9VIT2,ok,AE014134,AAF53833.1
B8LV47,ok,AJ505939,CAD44531.1
Q5JHT1,ok,AP006878,BAD86435.1
P50216,ok,X71489,CAA50590.1
C5PCN6,ok,ACFW01000043,EER24847.1
A1WR02,ok,CP000542,ABM60059.1
Q4U2R1,ok,AF061529,AAC31431.1
D4GTL2,ok,AJ250923,CAC48389.1
Q04299,ok,Z49259,CAA89234.1
Q7SFB0,ok,CM002236,EAA35527.1
Q0UTI9,ok,CH445331,EAT87316.1
Q9JYJ3,ok,AE002098,AAF41913.1
P21953,ok,D90391,BAA14389.1
Q9SPL2,ok,AB019236,BAA97304.1
Q626I0,ok,HE600951,CAP22279.1
Q9UTC5,ok,CU329670,CAB61463.1
Q75ZQ4,ok,AB119092,BAC84959.1
Q9YDC5,ok,BA000002,BAA79972.1
B9E8Z6,ok,AP009484,BAH18664.1
F4I594,ok,AC007764,AAF24575.1
P20051,ok,X07561,CAA30444.1
Q7V6D4,ok,BX548175,CAE21406.1
A9HJ12,ok,AM889285,CAP55840.1
O27113,ok,AE000666,AAB85530.1
P21182,efetch_failed,M38434,AAA34421.1
P0AEJ6,ok,U00096,AAC75494.2
Q8TVD2,ok,AE009439,AAM02673.1
Q7VGA7,ok,AE017125,AAP78012.1
Q93LJ4,ok,AY039113,AAK91555.1
Q8SHP7,ok,AF447590,AAL74164.1
Q06J47,ok,DQ851108,ABG91412.1
G0SHF3,ok,GL988047,EGS17642.1
Q32L27,ok,BC109798,AAI09799.1
Q03SC5,ok,CP000416,ABJ63897.1
Q8A7J9,ok,AE015928,AAO76632.1
O49432,ok,AY268941,AAQ83299.1
P33486,ok,M60167,AAA32264.1
A4YRD9,ok,CU234118,CAL76465.1
Q09669,ok,CU329670,CAA89956.1
P14183,ok,M27280,AAA24973.1
P70699,ok,U49351,AAB06943.1
Q836Z5,ok,AE016830,AAO80756.1
Q95032,ok,X79205,CAA55794.1
Q92080,ok,X83676,CAA58649.1
Q03262,ok,Z49704,CAA89776.1
Q7UFZ7,ok,BX294147,CAD78532.1
O26949,ok,AE000666,AAB85359.1
Q6Z9C3,ok,AP004704,BAD09931.1
Q8IY17,ok,CH471139,EAW69029.1
P29378,ok,X64360,CAA45712.1
Q8EWQ8,ok,BA000026,BAC43936.1
Q700S9,ok,AJ629057,CAF32457.1
Q8R9C7,efetch_failed,AE008691,AAM24889.1
P56995,ok,AE002098,AAF41421.1
Q9S827,ok,AB017429,BAA82750.1
Q492N1,ok,CP000016,AAZ41066.1
B1ZW12,ok,CP001032,ACB76026.1
P53010,ok,U39204,AAC49152.1
P12670,ok,AF093743,AAC64171.1
Q14689,efetch_failed,AF490768,AAM18046.1
Q9K801,ok,BA000004,BAB06925.1
Q7N439,ok,BX571867,CAE14889.1
Q05509,ok,X70499,CAA49910.1
P44121,ok,U17295,AAA95982.1
Q52985,ok,M96263,AAA26351.1
Q12923,ok,U12128,AAB60339.1
P41477,ok,L22858,AAA66720.1
Q98PE3,ok,AL445565,CAC13953.1
Q979R4,ok,BA000011,BAB60238.1
A5VJK7,ok,CP000705,ABQ83031.1
P15214,ok,U38482,AAC44362.1
Q20EX8,ok,DQ291132,ABB81935.1
P07736,no_embl_cds_xref,,
Q197A8,ok,DQ643392,ABF82082.1
P80574,ok,AL939111,CAB51963.1
C0HM52,no_embl_cds_xref,,
Q9ZPY1,ok,AC006418,AAD20168.2
A0A8V1ABE9,ok,AB284370,BAF95910.1
Q56UD0,ok,AL606646,CAE03580.1
A0A509AKI1,ok,LK023126,VUC56492.1
P52101,ok,U36841,AAA79818.1
Q57764,ok,L77117,AAB98302.1
Q7SIC2,no_embl_cds_xref,,
Q927E4,ok,AL596173,CAC98071.1
O74323,ok,CU329671,CAA20051.1
Q7TTT8,ok,BX569693,CAE08230.1
P09543,ok,S46849,AAB23928.2
Q8KRU5,ok,AF523823,AAM77916.1
Q9NKW1,efetch_failed,AAFI02000177,EAL61607.1
P57291,ok,BA000003,BAB12912.1
P98198,ok,CH471121,EAW53205.1
Q8L7W8,ok,AL035521,CAB36703.1
Q9E6M6,ok,AF243438,AAG14243.1
Q9ZV04,ok,AC005770,AAC79614.1
Q2U4L7,ok,BA000054,BAE63498.1
P07098,ok,AY631869,AAT38115.1
Q58HT5,ok,AY947638,AAX48018.1
Q97E14,ok,AE001437,AAK81238.1
Q07251,efetch_failed,Z22737,CAA80432.1
A0A7J6K7Y0,ok,JAAUHK010000193,KAF4642601.1
F4JZC2,ok,AB010692,BAB09989.1
Q82TC0,ok,AL954747,CAD85891.1
B2IKU6,ok,CP001016,ACB96486.1
Q07838,ok,X57175,CAA40462.1
B3PFQ2,ok,CP000934,ACE83676.1
P14882,ok,M22631,AAA88512.1
P07343,ok,X01701,CAA25849.1
P41793,ok,U18560,AAA80209.1
A6UW32,ok,CP000743,ABR56704.1
Q56815,ok,U29134,AAA96742.1
A0PXX5,ok,CP000382,ABK61467.1
P9WIC5,ok,AL123456,CCP45753.1
A6Q9V0,ok,AP009179,BAF72259.1
P87175,ok,CU329671,CAB09119.1
P73548,ok,BA000022,BAA17588.1
Q8IV63,ok,AB031052,BAA90769.1
B3Q9Q2,ok,CP001096,ACF01955.1
Q2SK05,ok,CP000155,ABC29019.1
A6ZVB1,ok,AAFW02000124,EDN61336.1
A5F3I4,ok,CP000627,ABQ21838.1
Q2FWP1,ok,CP000253,ABD31209.1
E1BTE1,no_embl_cds_xref,,
P75728,ok,U00096,AAC73763.1
O74831,ok,CU329672,CAA21083.1
P86397,no_embl_cds_xref,,
Q5JDU3,ok,AP006878,BAD85944.1
A3MYF1,ok,CP000569,ABN73187.1
P80869,ok,AB000617,BAA22244.1
O15305,ok,AF157796,AAD45895.1
P0DOY1,no_embl_cds_xref,,
P38888,efetch_failed,U00030,AAB68370.1
Q3J6L0,ok,CP000143,ABA77574.1
Q605G8,ok,AE017282,AAU91631.1
Q9YGY4,ok,Z97214,CAB10167.1
P44157,ok,L42023,AAC22953.1
Q3ZPT5,ok,AY703825,AAW22859.1
G4V4T5,ok,HE589771,CCD33160.1
O27637,ok,AE000666,AAB86073.1
D4B2L8,ok,ABSU01000029,EFE30464.1
P11347,ok,AY603957,AAA23266.2
A1SWQ8,ok,CP000510,ABM03923.1
E0D877,ok,AB576780,BAJ14796.1
X1WBB5,no_embl_cds_xref,,
Q05931,ok,U19103,AAB67565.1
F1QG30,ok,AB361066,BAG12869.1
P27032,ok,M74044,AAA24818.1
O68006,efetch_failed,AF007865,AAC06346.1
P60355,ok,D87070,BAA13239.1
Q3IHZ1,ok,CR954246,CAI87387.1
P22350,ok,X02587,CAA26425.1
O55748,ok,AF303741,AAB94459.1
Q38167,ok,AY543070,AAS77048.1
Q9HU15,ok,AE004091,AAG08559.1
O29665,ok,AE000782,AAB90650.1
Q05197,ok,L07247,AAA26152.1
Q0S8V5,ok,CP000431,ABG96031.1
P14791,ok,X56201,CAA39661.1
P48456,ok,AE014297,AAF57105.3
A8EXW3,ok,CP000409,ABV73196.1
Q8DLA9,ok,BA000039,BAC08139.1
B9LUV3,ok,CP001365,ACM56430.1
P24498,no_embl_cds_xref,,
Q9RFD5,ok,AF195122,AAF24273.1
Q336V5,ok,AC025783,AAK20061.1
O69140,ok,AF064095,AAC17429.1
Q9KDV2,ok,BA000004,BAB04828.1
B2V8I4,ok,CP001080,ACD66257.1
P07129,ok,X05793,CAA29235.1
P11562,ok,X07794,CAA30638.1
P20314,ok,X17255,CAA35132.1
Q6ZLC4,ok,AP003800,BAC83033.1
Q187N7,ok,AM180355,CAJ68801.1
B2UMV0,ok,CP001071,ACD04156.1
P23101,ok,M64747,AAA26049.1
P19254,ok,X52880,CAA37062.1
Q2RKL6,ok,CP000232,ABC19023.1
P11987,ok,M90050,AAF04157.2
Q8INK6,ok,AE014297,AAF54643.1
Q59584,ok,X73123,CAA51555.1
Q8TCG2,ok,AY065990,AAL47580.1
O31822,ok,AL009126,CAB13701.1
Q4I4A4,ok,DS231666,ESU14292.1
P29523,ok,AB055428,BAB62745.3
P75400,ok,U00089,AAB96103.1
Q9HKT2,ok,AL445064,CAC11653.1
Q9YW20,ok,AF063866,AAC97628.1
P0DSV5,ok,X69198,CAA49101.1
P44704,ok,L42023,AAC22084.1
Q00390,ok,X61201,CAA43496.1
P00642,ok,J01675,AAA26371.1
Q9JL16,ok,AF217484,AAF59917.1
Q8K4H1,ok,AF399717,AAM62284.1
Q99MX1,ok,AF285570,AAK31949.1
P33363,ok,U15049,AAB38487.1
P60495,ok,D38161,BAA07361.1
B2GCY7,ok,AP008937,BAG27519.1
Q944I4,ok,AC018848,AAG52441.1
P40406,ok,L19954,AAA64351.1
Q9LZ72,ok,AL162875,CAB85559.1
A9KLF9,ok,CP000885,ABX41288.1
P11936,ok,AB048832,BAB62268.1
Q83424,ok,M29671,AAB02430.1
P44317,ok,L42023,AAC22248.1
O05510,ok,D88802,BAA19710.1
I1C083,ok,CH476735,EIE81863.1
Q46871,ok,U28379,AAA89149.1
A0QUX7,ok,CP000480,ABK72789.1
Q8NHS2,ok,BC029504,AAH29504.1
Q58531,ok,L77117,AAB99133.1
P41755,ok,U02505,AAA17563.1
P82678,ok,DS496140,EDP00347.1
O28608,ok,AE000782,AAB89583.1
Q9LSS3,ok,AB026632,BAA97504.1
P26380,ok,X56098,CAA39578.1
A4X621,ok,CP000667,ABP54321.1
Q9YBR1,ok,BA000002,BAA80537.2
O59802,ok,CU329672,CAA19108.1
B1HZ05,ok,CP000817,ACA38405.1
P0C7B6,ok,AAFI02000135,EEU04062.1
Q6AZW2,efetch_failed,CR318632,CAM13142.1
Q3Z3B7,ok,CP000038,AAZ87745.1
P40137,ok,AJ223796,CAA11549.1
Q5FUG3,efetch_failed,CP000009,AAW59983.1
Q8K3F7,ok,AF134346,AAF61395.2
Q8PU58,ok,AF228525,AAF65731.1
Q57612,ok,L77117,AAB98132.1
A0A8B0RBM2,ok,MW699017,QTW92354.1
A6RBX7,ok,CH476662,EDN10674.1
B0T0B1,ok,CP000927,ABZ70557.1
Q8MLZ3,ok,AF481921,AAM34039.1
Q60037,ok,Z46264,CAA86406.1
A0LRC9,ok,CP000481,ABK51989.1
A1UR21,ok,CP000524,ABM44575.1
P9WQ27,ok,AL123456,CCP45839.1
O72908,ok,AJ005163,CAA06402.1
P32176,ok,L19201,AAB03027.2
B2J384,ok,CP001037,ACC83534.1
Q9LU63,efetch_failed,AB023044,BAA97373.1
A0A2U7XUH7,ok,MG324004,AVR53896.1
O41933,ok,U97553,AAB66429.1
Q01570,ok,X65961,CAA46776.1
D9TT10,ok,CP002171,ADL69408.1
Q1LTJ8,ok,CP000238,ABF13935.1
D3YWQ0,no_embl_cds_xref,,
A9NF91,ok,CP000896,ABX81021.1
Q8DEI1,ok,AE016795,AAO09123.1
Q2M3T9,ok,AC006029,AAD43186.1
A3LWH3,ok,CP000499,ABN67277.2
Q9KPM2,ok,AE003852,AAF95488.1
Q7M7Q6,ok,BX571662,CAE11142.1
Q43822,ok,X79722,CAA56159.1
P14573,ok,X13975,CAA32153.1
Q09451,ok,Z48178,CAA88205.1
Q57851,ok,L77117,AAB98398.1
Q50LF1,efetch_failed,AB186138,BAD97817.1
Q8S3J3,ok,AF486839,AAL92115.1
P57312,ok,BA000003,BAB12933.1
Q83GS7,ok,AE014184,AAO44266.1
B1AJP1,ok,CP000942,ACA33186.1
P36052,ok,Z26877,CAA81492.1
Q92451,ok,Z69255,CAA93246.1
A7HJD6,ok,CP000771,ABS60019.1
P26841,ok,AF036933,AAD02068.1
P09223,ok,U64798,AAB06332.1
G5EFL0,ok,Z79759,CAB02138.3
O13898,ok,CU329670,CAB16577.1
P39130,ok,L19165,AAA22577.1
Q09692,ok,CU329670,CAA90500.1
B3PF24,ok,CP000934,ACE84673.1
P94571,ok,Z82987,CAB05382.1
A5EVS5,ok,CP000513,ABQ13475.1
P29954,ok,M96584,AAA26356.1
Q6AX23,efetch_failed,BC079798,AAH79798.1
Q4E409,ok,AAHK01000017,EAN99491.1
P53354,ok,AF000569,AAB60935.1
Q05756,ok,AF192408,AAG38999.1
Q63572,ok,D50864,BAA09460.1
Q6YPG5,ok,AP006720,BAD06278.1
Q6LSE4,ok,CR378667,CAG19782.1
P41754,ok,X89452,CAA61622.1
Q9A716,ok,AE005673,AAK23885.1
Q8BMD5,ok,AK009280,BAB26191.1
Q9X108,efetch_failed,AE000512,AAD36356.1
P91119,ok,FO080144,CCD61583.1
B5Y822,ok,CP001145,ACI18005.1
Q984W0,ok,BA000012,BAB54203.1
Q5ZIW1,ok,AJ720673,CAG32332.1
Q3K9A2,ok,CP000094,ABA75652.1
Q5AUX2,ok,AACD01000135,EAA59562.1
Q02438,ok,M96939,AAA21564.1
Q9I4V0,ok,AE004091,AAG04413.1
Q5ZHN9,ok,AJ721095,CAG32754.1
P9WQB7,ok,U18264,AAA79919.1
A1WZI8,ok,CP000544,ABM63100.1
Q8GWB7,ok,CP002688,AED92569.1
Q08188,ok,EF102483,ABK41960.1
Q821T4,ok,AE015925,AAP05592.1
Q8L870,ok,AB017060,BAB10798.1
P71079,ok,D85082,BAA24484.1
Q1QDL4,ok,CP000323,ABE74239.1
Q9C8G4,ok,AC025295,AAG51103.1
Q8TCG5,ok,AF331918,AAQ14875.1
A6SZ52,ok,CP000269,ABR89239.1
P48840,ok,D21202,BAA04744.1
G8JZS4,ok,U66897,AAC44671.1
D4B2W4,ok,ABSU01000031,EFE30260.1
O31688,ok,AL009126,CAB13258.1
P29677,ok,X66284,CAA46990.1
Q7UF32,ok,BX294151,CAD78851.1
O86013,efetch_failed,AF079317,AAD04029.1
P00807,ok,X04121,CAA27733.1
Q1LSJ4,ok,CP000238,ABF14024.1
A9HEV3,ok,AM889285,CAP55284.1
D4GZM5,ok,CP001956,ADE04317.1
B9A1H3,ok,AB379907,BAH20464.1
A5FQJ4,ok,CP000688,ABQ17529.1
